bert_small--encoder--jigsaw,bert_small--encoder--jigsaw--symmetric-init,bert_small--encoder--wikipedia,bert_small--encoder--wikipedia--symmetric-init,bert_small--encoder--red_pajama,bert_small--encoder--red_pajama--symmetric-init,bert--encoder--jigsaw,bert--encoder--jigsaw--symmetric-init,bert--encoder--wikipedia,bert--encoder--wikipedia--symmetric-init,bert--encoder--red_pajama,bert--encoder--red_pajama--symmetric-init
2.7854,2.7533,0.9847,0.8117,1.1061,0.9117,1.4397,1.4467,0.2582,0.2491,0.3011,0.2776
2.7785,2.7494,0.9848,0.813,1.1068,0.9108,1.438,1.4543,0.2593,0.2499,0.3021,0.2772
2.7817,2.7629,0.9849,0.8144,1.1089,0.9098,1.4382,1.4459,0.2588,0.2496,0.3019,0.2768
2.7768,2.7526,0.9878,0.8142,1.1075,0.9148,1.4365,1.4449,0.2594,0.2499,0.3015,0.2769
2.7898,2.7568,0.9854,0.8153,1.1062,0.911,1.439,1.4555,0.2585,0.2498,0.3031,0.277
2.7831,2.7562,0.9835,0.8127,1.1039,0.9102,1.4353,1.4476,0.2576,0.2484,0.3028,0.2761
2.7797,2.7517,0.9824,0.8136,1.1064,0.9099,1.4424,1.451,0.2584,0.2491,0.3022,0.2771
2.7896,2.7568,0.9847,0.8119,1.1053,0.9107,1.4393,1.4479,0.2578,0.2488,0.3012,0.2772
2.7824,2.7523,0.9851,0.8135,1.1053,0.909,1.4379,1.4552,0.2574,0.2477,0.3006,0.2759
2.7792,2.7667,0.9856,0.814,1.1077,0.9085,1.434,1.4489,0.2589,0.2501,0.3017,0.2762
2.784,2.7535,0.9846,0.8132,1.1061,0.9082,1.4363,1.4559,0.259,0.2497,0.3016,0.277
2.7865,2.7566,0.9869,0.8135,1.1005,0.9097,1.4317,1.449,0.2588,0.2492,0.3013,0.2764
2.7858,2.7427,0.987,0.8134,1.1051,0.9103,1.443,1.4437,0.259,0.2499,0.302,0.2764
2.7827,2.7663,0.9864,0.8163,1.1059,0.9102,1.4351,1.4479,0.2589,0.2496,0.3008,0.2775
2.7785,2.7509,0.985,0.8139,1.1072,0.9082,1.4375,1.4554,0.2592,0.2501,0.3008,0.2769
2.7831,2.7572,0.9833,0.8132,1.1047,0.9108,1.4355,1.4486,0.2579,0.2485,0.3017,0.2767
2.7902,2.7461,0.9832,0.8117,1.1041,0.9109,1.4296,1.4449,0.2588,0.2496,0.3018,0.2757
2.7857,2.7541,0.9851,0.8129,1.1057,0.911,1.4411,1.4495,0.2583,0.2491,0.3011,0.2765
2.7813,2.7485,0.9852,0.8134,1.1034,0.9079,1.4348,1.4468,0.2581,0.2489,0.3008,0.2754
2.7747,2.743,0.9849,0.814,1.1031,0.91,1.4262,1.4472,0.2585,0.2494,0.3026,0.2773
2.7847,2.7565,0.9828,0.8117,1.1059,0.9087,1.4353,1.4533,0.2573,0.2479,0.3015,0.276
2.7813,2.7509,0.9856,0.8142,1.1056,0.9101,1.4233,1.4443,0.2584,0.2495,0.3015,0.2765
2.7854,2.7577,0.9845,0.8126,1.1045,0.9088,1.4388,1.4552,0.258,0.2488,0.3006,0.2763
2.7764,2.7551,0.9854,0.8144,1.1082,0.909,1.4273,1.443,0.2589,0.2502,0.3018,0.2752
2.7675,2.7495,0.9871,0.8156,1.1065,0.9104,1.4308,1.4429,0.2591,0.2503,0.3013,0.2768
2.7794,2.7424,0.983,0.8109,1.1051,0.9089,1.4336,1.4461,0.2569,0.2481,0.2995,0.2759
2.7819,2.751,0.9838,0.8136,1.1073,0.9043,1.428,1.4429,0.2582,0.2493,0.3007,0.2758
2.7703,2.7518,0.9852,0.8132,1.1052,0.9079,1.4247,1.4361,0.2581,0.2484,0.2989,0.2756
2.7768,2.7494,0.9854,0.8135,1.1076,0.9099,1.4353,1.4476,0.2571,0.2478,0.2996,0.2761
2.7818,2.7539,0.9833,0.8105,1.1056,0.9095,1.429,1.4386,0.2575,0.2481,0.2999,0.2768
2.7843,2.7553,0.9849,0.8121,1.1042,0.9103,1.4283,1.4486,0.2577,0.2486,0.3014,0.2749
2.7776,2.749,0.9847,0.8119,1.1049,0.9083,1.4297,1.4437,0.2574,0.2483,0.2996,0.2755
2.785,2.7518,0.9819,0.8103,1.1038,0.9091,1.4387,1.4422,0.2567,0.2481,0.2995,0.2743
2.7783,2.7566,0.9822,0.8129,1.1044,0.9083,1.4338,1.4453,0.2571,0.2478,0.2998,0.275
2.7775,2.747,0.9829,0.8114,1.1061,0.9072,1.4284,1.4398,0.2578,0.2486,0.3002,0.2759
2.7857,2.7597,0.9865,0.8165,1.1052,0.9089,1.4329,1.44275,0.2594,0.2502,0.3002,0.2744
2.7665,2.74,0.9841,0.8128,1.105,0.9082,1.4237,1.43865,0.2584,0.2491,0.3002,0.2777
2.7799,2.7533,0.982,0.8124,1.1039,0.9065,1.4336,1.4403,0.2564,0.2472,0.2994,0.2755
2.7842,2.7533,0.9833,0.8126,1.1036,0.9112,1.4246,1.4439,0.2575,0.2488,0.2992,0.2762
2.775,2.7469,0.9807,0.8097,1.104,0.9086,1.4308,1.4535,0.2563,0.2471,0.3004,0.2748
2.7793,2.7596,0.9855,0.815,1.1049,0.9076,1.4314,1.4462,0.258,0.2488,0.2991,0.2763
2.7769,2.748,0.9824,0.8125,1.1053,0.9096,1.4261,1.4411,0.257,0.2479,0.3022,0.276
2.7933,2.7573,0.983,0.8124,1.105,0.9085,1.4318,1.448,0.257,0.2482,0.3004,0.2748
2.7748,2.7428,0.9844,0.8142,1.1063,0.9119,1.4362,1.4427,0.2585,0.2496,0.301,0.2765
2.779,2.7528,0.9837,0.8125,1.1063,0.9101,1.4282,1.4455,0.2566,0.2476,0.2994,0.2761
2.7876,2.7587,0.9834,0.813,1.1045,0.9082,1.4312,1.4453,0.2576,0.2484,0.2989,0.2759
2.7835,2.7612,0.9826,0.8127,1.1046,0.9098,1.4322,1.4341,0.2573,0.2485,0.3008,0.2754
2.7773,2.75,0.9837,0.8132,1.1058,0.9105,1.4269,1.44,0.257,0.2477,0.3006,0.2761
2.7723,2.7399,0.9831,0.8132,1.1066,0.9074,1.4176,1.4309,0.2577,0.249,0.3011,0.2751
2.7819,2.7572,0.9842,0.8147,1.108,0.906,1.4371,1.4561,0.2584,0.2495,0.2997,0.2759
2.7769,2.7543,0.9822,0.8117,1.104,0.9096,1.4292,1.4398,0.256,0.2469,0.2986,0.2755
2.7822,2.7576,0.9841,0.8118,1.1046,0.9085,1.4197,1.4396,0.257,0.248,0.2997,0.2743
2.781,2.742,0.9854,0.8147,1.1057,0.9077,1.432,1.4448,0.2579,0.2489,0.3013,0.2771
2.7829,2.7578,0.9844,0.8134,1.1046,0.9087,1.4298,1.4464,0.2563,0.2475,0.3005,0.2747
2.7855,2.7533,0.9818,0.8117,1.1053,0.9091,1.4294,1.4411,0.2569,0.2476,0.3012,0.2769
2.7691,2.7507,0.9836,0.8135,1.1068,0.9087,1.4262,1.4355,0.2562,0.2474,0.2993,0.2747
2.7797,2.7577,0.9834,0.8129,1.1055,0.9106,1.4292,1.4454,0.2579,0.2491,0.3006,0.2739
2.7811,2.7433,0.984,0.8143,1.1058,0.9083,1.4314,1.4381,0.2582,0.2492,0.3012,0.2771
2.7763,2.7539,0.984,0.8128,1.1063,0.9085,1.4158,1.4436,0.2578,0.2486,0.3,0.2751
2.779,2.7487,0.9841,0.8138,1.1046,0.9067,1.4237,1.4443,0.2576,0.2487,0.3,0.2762
2.7757,2.7422,0.9872,0.8149,1.1043,0.9103,1.4262,1.4322,0.2574,0.2481,0.2989,0.2774
2.7948,2.7547,0.9832,0.811,1.106,0.9079,1.4274,1.4388,0.2569,0.2478,0.299,0.2766
2.7857,2.7406,0.984,0.8157,1.1036,0.9053,1.4296,1.44,0.2574,0.2484,0.3007,0.2744
2.774,2.7423,0.9849,0.8137,1.1072,0.9096,1.4199,1.4363,0.2575,0.2484,0.2985,0.2747
2.7728,2.7531,0.9843,0.813,1.1068,0.9094,1.4276,1.4355,0.2579,0.2488,0.2997,0.2762
2.7792,2.7482,0.9826,0.8109,1.1067,0.9062,1.4257,1.4419,0.2572,0.2481,0.3012,0.2749
2.7751,2.7572,0.9844,0.8125,1.1045,0.9085,1.4222,1.4343,0.257,0.2482,0.3008,0.2759
2.777,2.7405,0.9834,0.8128,1.1034,0.9082,1.4272,1.4398,0.258,0.249,0.3001,0.2755
2.7835,2.7593,0.9846,0.8129,1.1045,0.9093,1.4196,1.4385,0.2563,0.2474,0.2995,0.2757
2.7827,2.7491,0.9817,0.812,1.1025,0.907,1.4262,1.4334,0.256,0.2469,0.3003,0.274
2.7791,2.7551,0.9848,0.8122,1.1063,0.9069,1.4336,1.434,0.2567,0.2475,0.2988,0.2749
2.7762,2.7445,0.9816,0.8129,1.1065,0.9071,1.426,1.4435,0.2566,0.2475,0.301,0.2752
2.7799,2.7611,0.984,0.8132,1.1062,0.9082,1.4286,1.4381,0.2575,0.2485,0.2989,0.2758
2.78,2.7393,0.9845,0.8157,1.1064,0.9083,1.4287,1.4384,0.2574,0.2485,0.2997,0.2742
2.7822,2.758,0.9845,0.8119,1.1063,0.9067,1.4195,1.4303,0.2561,0.247,0.2973,0.2738
